等级,机制,副本名称,游戏图片,货币奖励,特殊物品
70,,欧米茄时空狭缝 西格玛幻境2,,10,管弦乐琴乐谱：决战σ
70,,欧米茄时空狭缝 西格玛幻境3,,10,管弦乐琴乐谱：决战σ
70,√,欧米茄时空狭缝 西格玛幻境4,,10,迷你凯夫卡 管弦乐琴乐谱：妖星乱舞σ 第1乐章 管弦乐琴乐谱：妖星乱舞σ 第2乐章 管弦乐琴乐谱：妖星乱舞σ 第3乐章 阿尔法之羽
70,,欧米茄时空狭缝 阿尔法幻境1,,20,管弦乐琴乐谱：战斗α
70,,欧米茄时空狭缝 阿尔法幻境2,,20,管弦乐琴乐谱：万龙之祖
70,,欧米茄时空狭缝 阿尔法幻境3,,20,管弦乐琴乐谱：逃亡
70,,欧米茄时空狭缝 阿尔法幻境4,,20,迷你欧米茄 九宫幻卡：欧米茄 管弦乐琴乐谱：无心
70,√,欧米茄零式时空狭缝 德尔塔幻境1,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境2,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境3,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境4,,15,老者水晶 迷你艾克斯迪司
70,√,欧米茄零式时空狭缝 西格玛幻境1,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境2,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境3,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境4,,15,空军装甲认证密钥 迷你凯夫卡 阿尔法之羽
70,√,欧米茄零式时空狭缝 阿尔法幻境1,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境2,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境3,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境4,,30,欧米茄认证密钥 迷你欧米茄 九宫幻卡：欧米茄
70,√,巴哈姆特绝境战,,100,龙神图腾
70,√,究极神兵绝境战,,100,究极图腾
