等级,机制,副本名称,游戏图片,货币奖励,特殊物品
70,√,鏖战红莲阿拉米格,,20,魔导猎手认证密钥 九宫幻卡：芝诺斯·耶·加尔乌斯 管弦乐琴乐谱：自由或是死亡
70,,恶党孤城黄金阁,,20,新型迷你夕雾 管弦乐琴乐谱：策谋 破碎的般若面具
70,,修行古刹星导寺,,20,伊沃恩玩偶 管弦乐琴乐谱：豹头环眼
70,,沉没神殿斯卡拉遗迹,,30,椒盐海豹 九宫幻卡：直言不讳赫罗德里克 管弦乐琴乐谱：离乡
70,,红玉火山狱之盖,,40,白鼬 九宫幻卡：玄武 管弦乐琴乐谱：鬼岛
70,,疯狂战舰无限回廊,,40,九宫幻卡：导航系统 管弦乐琴乐谱：坚不可摧（身心二元）
70,,风水灵庙岩燕庙,,50,齐天小圣 九宫幻卡：齐天大圣 管弦乐琴乐谱：风水宝地
70,√,死亡大地终末焦土,,70,九宫幻卡：雾龙 管弦乐琴乐谱：死亡大地
70,,污染庭园圣茉夏娜植物园,,70,泥小点 九宫幻卡：枯腐泥妖 管弦乐琴乐谱：泥中莲花 翠绿隔离墙
70,,国境防线基姆利特暗区,,100,迷你武装重甲 九宫幻卡：普罗米修斯 管弦乐琴乐谱：硝烟弥漫
71,,遇袭集落水滩村,,,黑豆柴 九宫幻卡：斐利亚 管弦乐琴乐谱：烈火与利剑
73,,水妖幻园多恩美格禁园,,,石莲小猬 管弦乐琴乐谱：虚构 禁园花架
75,,文明古迹奇坦那神影洞,,,变色龙 九宫幻卡：艾洛斯 管弦乐琴乐谱：解读 倒树
77,,避暑离宫马利卡大井,,,小犰狳 九宫幻卡：斯托尔戈 管弦乐琴乐谱：幽深 壁挂铁架火炬
79,,伪造天界格鲁格火山,,,得到宽恕的仇恨 管弦乐琴乐谱：凶兽腹中 格鲁格盆栽
70,,神龙歼灭战,,12,九宫幻卡：神龙
70,,月读歼灭战,,12,九宫幻卡：月读
70,,保镖歼灭战,,10,保镖装甲 九宫幻卡：吉尔伽美什（红莲）
70,,火龙狩猎战,,10,火龙的鳞
70,,白虎镇魂战,,12,九宫幻卡：白虎
