等级,机制,副本名称,游戏图片,货币奖励,特殊物品
80,,伊甸希望乐园 再生之章1,,20,
80,,伊甸希望乐园 再生之章2,,20,管弦乐琴乐谱：不要畏惧 ～暗影～
80,,伊甸希望乐园 再生之章3,,20,管弦乐琴乐谱：传说之兽 ～暗影～
80,,伊甸希望乐园 再生之章4,,20,迷你盖娅 九宫幻卡：伊甸之约 管弦乐琴乐谱：不会失效的约定
80,√,伊甸零式希望乐园 觉醒之章1,,15,
80,,伊甸零式希望乐园 觉醒之章2,,15,
80,,伊甸零式希望乐园 觉醒之章3,,15,
80,√,伊甸零式希望乐园 觉醒之章4,,15,气垫船认证密钥 迷你伊甸
80,√,伊甸零式希望乐园 共鸣之章1,,15,
80,√,伊甸零式希望乐园 共鸣之章2,,15,
80,,伊甸零式希望乐园 共鸣之章3,,15,
80,√,伊甸零式希望乐园 共鸣之章4,,15,拉姆水晶 迷你琳
80,,伊甸零式希望乐园 再生之章1,,30,
80,,伊甸零式希望乐园 再生之章2,,30,
80,√,伊甸零式希望乐园 再生之章3,,30,
80,√,伊甸零式希望乐园 再生之章4,,30,伊甸水晶 迷你盖娅 九宫幻卡：伊甸之约 管弦乐琴乐谱：极尽 ～暗影～
80,√,亚历山大绝境战,,100,机神城图腾
